0,1,2,3,4,5,6,7,8,9,10
root vegetables,bottled water,,,,,,,,,
rolls/buns,salty snack,brown bread,cream cheese ,,,,,,,
other vegetables,hard cheese,liquor,brown bread,,,,,,,
pickled vegetables,meat,,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
white bread,mustard,,,,,,,,,
frozen fish,domestic eggs,,,,,,,,,
beef,pasta,,,,,,,,,
root vegetables,soda,,,,,,,,,
beef,curd,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
white bread,curd,bottled water,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
citrus fruit,soda,herbs,oil,,,,,,,
sausage,pork,,,,,,,,,
hygiene articles,potato products,,,,,,,,,
cat food,candles,whole milk,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
salty snack,tropical fruit,bottled beer,rolls/buns,chocolate,,,,,,
salty snack,frozen meals,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
other vegetables,dishes,,,,,,,,,
canned fish,cat food,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
chocolate,soda,,,,,,,,,
spread cheese,specialty cheese,dish cleaner,,,,,,,,
turkey,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
curd cheese,red/blush wine,margarine,,,,,,,,
canned beer,brown bread,napkins,,,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
other vegetables,newspapers,,,,,,,,,
root vegetables,sugar,newspapers,,,,,,,,
whole milk,cat food,bottled beer,,,,,,,,
tropical fruit,soda,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
curd,curd,,,,,,,,,
dessert,whole milk,,,,,,,,,
pastry,whole milk,dessert,,,,,,,,
soda,prosecco,canned fish,,,,,,,,
other vegetables,brown bread,hard cheese,soda,roll products ,newspapers,,,,,
rolls/buns,other vegetables,,,,,,,,,
pip fruit,syrup,,,,,,,,,
beef,white wine,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
other vegetables,pasta,whole milk,,,,,,,,
bottled water,mustard,,,,,,,,,
citrus fruit,canned beer,rolls/buns,whole milk,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
pastry,sauces,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
chicken,margarine,,,,,,,,,
frozen vegetables,salty snack,,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
whole milk,canned beer,,,,,,,,,
root vegetables,coffee,domestic eggs,soda,,,,,,,
frankfurter,canned beer,,,,,,,,,
whole milk,bottled water,,,,,,,,,
bottled water,curd,domestic eggs,yogurt,newspapers,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
soda,rolls/buns,,,,,,,,,
chicken,onions,,,,,,,,,
ice cream,red/blush wine,fruit/vegetable juice,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,newspapers,,,,,,,,,
yogurt,pastry,chewing gum,butter milk,,,,,,,
Instant food products,whipped/sour cream,,,,,,,,,
tropical fruit,grapes,whole milk,pastry,white bread,,,,,,
dental care,soda,,,,,,,,,
candy,whipped/sour cream,,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
semi-finished bread,flour,,,,,,,,,
beef,fruit/vegetable juice,yogurt,,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
bottled beer,canned beer,,,,,,,,,
soda,domestic eggs,,,,,,,,,
popcorn,butter,,,,,,,,,
bottled beer,white bread,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
frankfurter,fruit/vegetable juice,baking powder,,,,,,,,
margarine,berries,yogurt,coffee,soda,chewing gum,,,,,
tropical fruit,pastry,salty snack,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
frankfurter,cat food,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
bottled beer,canned beer,,,,,,,,,
white bread,shopping bags,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
dessert,hamburger meat,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
ice cream,detergent,rolls/buns,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
beef,specialty bar,white bread,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
pastry,chewing gum,,,,,,,,,
cleaner,other vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
processed cheese,dog food,frozen potato products,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
root vegetables,salty snack,,,,,,,,,
sausage,fruit/vegetable juice,salt,,,,,,,,
salty snack,whole milk,domestic eggs,shopping bags,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
yogurt,beverages,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
canned beer,pastry,,,,,,,,,
pip fruit,onions,,,,,,,,,
sausage,bottled beer,,,,,,,,,
dog food,pork,,,,,,,,,
pip fruit,sliced cheese,sugar,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
soda,shopping bags,,,,,,,,,
rolls/buns,soda,snack products,long life bakery product,,,,,,,
sausage,whole milk,,,,,,,,,
specialty bar,bottled water,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
chicken,flower (seeds),,,,,,,,,
domestic eggs,sugar,,,,,,,,,
soda,cake bar,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
frankfurter,root vegetables,fruit/vegetable juice,margarine,,,,,,,
whole milk,soda,newspapers,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
citrus fruit,white bread,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
other vegetables,chicken,,,,,,,,,
pork,long life bakery product,,,,,,,,,
root vegetables,canned beer,whole milk,oil,,,,,,,
butter,seasonal products,,,,,,,,,
beverages,whole milk,,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
yogurt,chicken,UHT-milk,bottled water,,,,,,,
ketchup,whole milk,,,,,,,,,
sauces,shopping bags,,,,,,,,,
bottled beer,pastry,,,,,,,,,
meat,specialty chocolate,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
photo/film,whole milk,,,,,,,,,
pastry,newspapers,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
bottled water,cream cheese ,pip fruit,hygiene articles,,,,,,,
cleaner,chewing gum,,,,,,,,,
berries,shopping bags,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
salty snack,other vegetables,,,,,,,,,
flower (seeds),flower (seeds),,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
coffee,long life bakery product,,,,,,,,,
pastry,detergent,,,,,,,,,
soda,pastry,rolls/buns,,,,,,,,
butter,cream,,,,,,,,,
chicken,house keeping products,,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
whole milk,rolls/buns,canned fish,,,,,,,,
beef,yogurt,,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
beef,margarine,baking powder,,,,,,,,
soda,candles,rolls/buns,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
hamburger meat,salty snack,shopping bags,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
soda,dessert,,,,,,,,,
curd,syrup,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
popcorn,long life bakery product,,,,,,,,,
citrus fruit,rolls/buns,long life bakery product,,,,,,,,
yogurt,other vegetables,,,,,,,,,
coffee,pip fruit,,,,,,,,,
soda,meat,,,,,,,,,
pastry,white bread,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
spread cheese,shopping bags,,,,,,,,,
whole milk,curd,rolls/buns,rolls/buns,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
beef,herbs,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
oil,bottled beer,,,,,,,,,
chocolate,mustard,rolls/buns,,,,,,,,
whole milk,margarine,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
whole milk,candy,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
sausage,other vegetables,citrus fruit,curd,red/blush wine,dessert,specialty chocolate,white bread,pastry,,
pork,rolls/buns,,,,,,,,,
newspapers,chocolate,,,,,,,,,
liquor (appetizer),long life bakery product,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
chicken,other vegetables,,,,,,,,,
rolls/buns,curd cheese,,,,,,,,,
bottled beer,napkins,whole milk,,,,,,,,
rolls/buns,detergent,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
tropical fruit,pastry,margarine,,,,,,,,
dessert,butter,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
other vegetables,seasonal products,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
hamburger meat,pork,chicken,whole milk,,,,,,,
sausage,cake bar,,,,,,,,,
other vegetables,dog food,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
sausage,root vegetables,,,,,,,,,
long life bakery product,citrus fruit,rolls/buns,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
yogurt,long life bakery product,newspapers,,,,,,,,
pork,canned beer,rolls/buns,yogurt,mustard,oil,popcorn,whipped/sour cream,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
other vegetables,brown bread,,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
butter milk,citrus fruit,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
sausage,pork,,,,,,,,,
root vegetables,brown bread,domestic eggs,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
pastry,whole milk,,,,,,,,,
dishes,sweet spreads,,,,,,,,,
cling film/bags,curd,,,,,,,,,
whole milk,bottled water,,,,,,,,,
bottled water,sausage,yogurt,bottled water,,,,,,,
salt,soda,rolls/buns,,,,,,,,
pork,liquor,,,,,,,,,
frozen vegetables,yogurt,bottled beer,,,,,,,,
soda,dish cleaner,,,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
ham,berries,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
berries,other vegetables,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
rolls/buns,rolls/buns,soft cheese,,,,,,,,
yogurt,rolls/buns,rolls/buns,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
bottled water,frozen meals,,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
sausage,pet care,,,,,,,,,
sausage,other vegetables,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
cat food,tropical fruit,whipped/sour cream,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
whole milk,newspapers,,,,,,,,,
meat,soda,,,,,,,,,
liver loaf,white bread,herbs,pastry,,,,,,,
sliced cheese,pastry,onions,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
grapes,processed cheese,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
chicken,brown bread,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
brown bread,pastry,,,,,,,,,
bottled beer,pastry,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
hard cheese,bottled water,root vegetables,brown bread,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
butter,specialty bar,,,,,,,,,
chocolate,dessert,,,,,,,,,
sausage,domestic eggs,frozen meals,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
hamburger meat,coffee,yogurt,,,,,,,,
other vegetables,brown bread,,,,,,,,,
soda,beverages,,,,,,,,,
whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
white bread,shopping bags,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
butter milk,dessert,,,,,,,,,
sausage,soda,rolls/buns,,,,,,,,
dishes,other vegetables,pastry,,,,,,,,
pastry,canned beer,,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
pastry,grapes,,,,,,,,,
seasonal products,white wine,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
chicken,salty snack,,,,,,,,,
root vegetables,popcorn,long life bakery product,domestic eggs,,,,,,,
whole milk,processed cheese,,,,,,,,,
pork,liquor,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
root vegetables,roll products ,root vegetables,whole milk,,,,,,,
pork,cleaner,,,,,,,,,
whole milk,coffee,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
other vegetables,fruit/vegetable juice,oil,detergent,,,,,,,
sliced cheese,whole milk,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
whole milk,domestic eggs,canned vegetables,baking powder,hygiene articles,detergent,,,,,
brown bread,curd,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
soda,shopping bags,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
beef,bottled water,,,,,,,,,
grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
chicken,curd,,,,,,,,,
napkins,skin care,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
pork,pastry,,,,,,,,,
pastry,onions,,,,,,,,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
frankfurter,napkins,,,,,,,,,
sausage,berries,,,,,,,,,
dessert,other vegetables,,,,,,,,,
yogurt,chicken,soda,,,,,,,,
other vegetables,frozen dessert,shopping bags,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
pet care,coffee,soda,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
popcorn,cat food,,,,,,,,,
yogurt,brown bread,,,,,,,,,
bottled water,brown bread,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
napkins,sugar,,,,,,,,,
other vegetables,chocolate,white wine,,,,,,,,
napkins,margarine,,,,,,,,,
pot plants,whipped/sour cream,,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
other vegetables,bottled beer,,,,,,,,,
oil,processed cheese,,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
frozen fruits,pot plants,,,,,,,,,
tropical fruit,oil,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
bottled water,yogurt,whipped/sour cream,,,,,,,,
soda,tropical fruit,specialty chocolate,root vegetables,,,,,,,
sausage,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
soda,butter,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
frankfurter,bottled water,,,,,,,,,
sausage,other vegetables,,,,,,,,,
canned beer,berries,,,,,,,,,
yogurt,pet care,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
root vegetables,ice cream,rolls/buns,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
pork,pastry,,,,,,,,,
berries,tropical fruit,tropical fruit,shopping bags,sweet spreads,yogurt,yogurt,sweet spreads,soups,,
soda,root vegetables,,,,,,,,,
bottled water,shopping bags,dog food,,,,,,,,
ham,newspapers,,,,,,,,,
turkey,frozen potato products,butter,frozen dessert,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
root vegetables,white wine,,,,,,,,,
yogurt,ham,,,,,,,,,
frankfurter,margarine,,,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
yogurt,brown bread,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
newspapers,dishes,,,,,,,,,
processed cheese,tropical fruit,,,,,,,,,
specialty bar,bottled water,,,,,,,,,
whole milk,oil,,,,,,,,,
UHT-milk,yogurt,napkins,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
sausage,dessert,,,,,,,,,
ice cream,herbs,,,,,,,,,
grapes,whole milk,,,,,,,,,
beef,pastry,,,,,,,,,
yogurt,newspapers,,,,,,,,,
sausage,frozen meals,,,,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
frankfurter,chocolate,,,,,,,,,
soda,salty snack,candy,,,,,,,,
canned beer,yogurt,,,,,,,,,
yogurt,newspapers,,,,,,,,,
pastry,ice cream,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
soda,brown bread,,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
root vegetables,dessert,whisky,,,,,,,,
whole milk,fruit/vegetable juice,rolls/buns,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
other vegetables,napkins,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
domestic eggs,napkins,,,,,,,,,
frozen meals,red/blush wine,whipped/sour cream,,,,,,,,
canned beer,canned beer,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
meat,rolls/buns,,,,,,,,,
soft cheese,pip fruit,whole milk,,,,,,,,
newspapers,soda,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
soft cheese,spices,,,,,,,,,
curd cheese,popcorn,,,,,,,,,
popcorn,flour,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
other vegetables,soda,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
specialty bar,roll products ,Instant food products,,,,,,,,
newspapers,margarine,bottled beer,coffee,,,,,,,
yogurt,soda,frozen vegetables,,,,,,,,
soda,berries,root vegetables,bottled beer,,,,,,,
canned beer,sausage,butter,other vegetables,salty snack,,,,,,
rolls/buns,newspapers,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
ham,cream cheese ,,,,,,,,,
sausage,whole milk,whipped/sour cream,yogurt,,,,,,,
fish,bottled beer,,,,,,,,,
beef,butter,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
pork,yogurt,,,,,,,,,
cream cheese ,margarine,,,,,,,,,
white bread,nuts/prunes,,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
finished products,curd cheese,,,,,,,,,
frankfurter,frankfurter,citrus fruit,semi-finished bread,dishes,whipped/sour cream,,,,,
nut snack,whole milk,,,,,,,,,
napkins,brown bread,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
margarine,other vegetables,bottled water,meat spreads,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
other vegetables,margarine,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
soda,UHT-milk,pastry,domestic eggs,,,,,,,
domestic eggs,soda,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
whole milk,whole milk,,,,,,,,,
coffee,berries,grapes,cream cheese ,cat food,,,,,,
margarine,frozen vegetables,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
other vegetables,soda,,,,,,,,,
beef,rolls/buns,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
other vegetables,dishes,,,,,,,,,
canned beer,sugar,hygiene articles,whole milk,,,,,,,
frankfurter,salty snack,dental care,,,,,,,,
whole milk,grapes,chocolate,pot plants,,,,,,,
chicken,bottled water,,,,,,,,,
pip fruit,butter,,,,,,,,,
yogurt,butter,,,,,,,,,
brown bread,hygiene articles,rolls/buns,,,,,,,,
dessert,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
bottled water,rolls/buns,popcorn,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
yogurt,grapes,,,,,,,,,
soda,newspapers,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
berries,butter milk,,,,,,,,,
soda,margarine,specialty chocolate,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
bottled beer,soda,bottled water,cat food,,,,,,,
frozen meals,bottled water,,,,,,,,,
ham,white wine,pasta,,,,,,,,
frozen dessert,hard cheese,,,,,,,,,
yogurt,hard cheese,,,,,,,,,
rolls/buns,margarine,whole milk,liquor (appetizer),,,,,,,
newspapers,soda,canned beer,,,,,,,,
shopping bags,soda,,,,,,,,,
baking powder,hair spray,,,,,,,,,
chicken,other vegetables,,,,,,,,,
candy,frozen meals,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
soda,soups,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pip fruit,sausage,red/blush wine,coffee,salt,pastry,,,,,
root vegetables,domestic eggs,,,,,,,,,
pastry,mustard,,,,,,,,,
fruit/vegetable juice,roll products ,,,,,,,,,
