Member_number,Date,itemDescription,year,month,day,day_of_week
1777,2015-03-12,misc. beverages,2015,3,12,3
4007,2015-12-23,white bread,2015,12,23,2
2653,2015-04-17,chocolate,2015,4,17,4
2703,2015-09-21,soups,2015,9,21,0
4322,2015-11-14,canned beer,2015,11,14,5
2270,2015-04-02,bottled water,2015,4,2,3
2306,2015-09-10,shopping bags,2015,9,10,3
1539,2015-09-27,rolls/buns,2015,9,27,6
2517,2015-12-12,whole milk,2015,12,12,5
3254,2015-10-19,cream cheese ,2015,10,19,0
1711,2015-03-21,shopping bags,2015,3,21,5
2560,2015-07-06,rolls/buns,2015,7,6,0
4891,2015-06-10,rolls/buns,2015,6,10,2
1622,2015-12-02,margarine,2015,12,2,2
1028,2015-02-06,flower (seeds),2015,2,6,4
1416,2015-08-22,oil,2015,8,22,5
1037,2015-12-16,canned beer,2015,12,16,2
4293,2015-04-23,Instant food products,2015,4,23,3
3054,2015-09-04,misc. beverages,2015,9,4,4
4467,2015-04-23,newspapers,2015,4,23,3
4811,2015-02-11,rolls/buns,2015,2,11,2
4749,2015-02-15,detergent,2015,2,15,6
1825,2015-11-21,oil,2015,11,21,5
4685,2015-07-19,sugar,2015,7,19,6
3621,2015-07-14,whipped/sour cream,2015,7,14,1
3219,2015-04-08,dishes,2015,4,8,2
1444,2015-12-29,margarine,2015,12,29,1
1698,2015-07-22,brown bread,2015,7,22,2
3328,2015-04-15,rice,2015,4,15,2
3704,2015-04-30,newspapers,2015,4,30,3
4124,2015-09-09,shopping bags,2015,9,9,2
4357,2015-10-10,house keeping products,2015,10,10,5
2073,2015-04-30,chocolate,2015,4,30,3
4192,2015-12-09,sugar,2015,12,9,2
3890,2015-10-26,canned fish,2015,10,26,0
3147,2015-12-24,sauces,2015,12,24,3
4550,2015-01-30,detergent,2015,1,30,4
3183,2015-07-08,fruit/vegetable juice,2015,7,8,2
1878,2015-10-17,misc. beverages,2015,10,17,5
2523,2015-12-02,soda,2015,12,2,2
2227,2015-06-20,mustard,2015,6,20,5
2267,2015-02-26,other vegetables,2015,2,26,3
4806,2015-10-27,yogurt,2015,10,27,1
2422,2015-11-11,misc. beverages,2015,11,11,2
1164,2015-03-30,canned vegetables,2015,3,30,0
3096,2015-06-23,oil,2015,6,23,1
1821,2015-05-21,long life bakery product,2015,5,21,3
2298,2015-06-10,misc. beverages,2015,6,10,2
4515,2015-10-05,yogurt,2015,10,5,0
3079,2015-10-03,soda,2015,10,3,5
3352,2015-06-13,yogurt,2015,6,13,5
1545,2015-10-17,semi-finished bread,2015,10,17,5
2999,2015-03-08,meat spreads,2015,3,8,6
1230,2015-11-19,misc. beverages,2015,11,19,3
2578,2015-01-25,bottled water,2015,1,25,6
4611,2015-08-27,bottled water,2015,8,27,3
3575,2015-01-24,sugar,2015,1,24,5
2517,2015-09-29,other vegetables,2015,9,29,1
2471,2015-03-19,misc. beverages,2015,3,19,3
2560,2015-06-19,sweet spreads,2015,6,19,4
4492,2015-06-14,soda,2015,6,14,6
1217,2015-02-18,pastry,2015,2,18,2
2950,2015-10-10,roll products ,2015,10,10,5
4337,2015-10-26,napkins,2015,10,26,0
2599,2015-01-27,salty snack,2015,1,27,1
2924,2015-11-19,sugar,2015,11,19,3
3734,2015-05-09,butter milk,2015,5,9,5
3985,2015-07-24,candy,2015,7,24,4
1823,2015-11-11,hygiene articles,2015,11,11,2
1722,2015-08-27,pastry,2015,8,27,3
3818,2015-03-29,soda,2015,3,29,6
4924,2015-11-06,yogurt,2015,11,6,4
3194,2015-03-05,napkins,2015,3,5,3
2156,2015-07-08,bottled water,2015,7,8,2
3182,2015-05-05,sweet spreads,2015,5,5,1
2902,2015-08-16,chocolate,2015,8,16,6
3450,2015-12-24,butter,2015,12,24,3
4262,2015-11-09,whole milk,2015,11,9,0
1276,2015-08-28,semi-finished bread,2015,8,28,4
2184,2015-01-23,rolls/buns,2015,1,23,4
1670,2015-06-30,newspapers,2015,6,30,1
1198,2015-01-31,newspapers,2015,1,31,5
1858,2015-01-25,hygiene articles,2015,1,25,6
1404,2015-01-16,semi-finished bread,2015,1,16,4
2899,2015-09-11,pot plants,2015,9,11,4
2057,2015-11-13,shopping bags,2015,11,13,4
2799,2015-02-27,bottled water,2015,2,27,4
4913,2015-01-08,brown bread,2015,1,8,3
2413,2015-06-26,domestic eggs,2015,6,26,4
4819,2015-09-20,bottled water,2015,9,20,6
3014,2015-07-15,cream cheese ,2015,7,15,2
1419,2015-07-04,newspapers,2015,7,4,5
2589,2015-04-29,cereals,2015,4,29,2
3648,2015-02-06,cream cheese ,2015,2,6,4
1349,2015-12-13,butter,2015,12,13,6
2706,2015-03-10,bottled water,2015,3,10,1
1144,2015-01-16,white bread,2015,1,16,4
1275,2015-07-05,dessert,2015,7,5,6
1851,2015-11-07,beverages,2015,11,7,5
2305,2015-09-28,mustard,2015,9,28,0
1905,2015-10-18,cream cheese ,2015,10,18,6
3732,2015-06-12,yogurt,2015,6,12,4
2724,2015-04-30,semi-finished bread,2015,4,30,3
3245,2015-03-19,margarine,2015,3,19,3
2005,2015-04-20,soda,2015,4,20,0
4643,2015-10-08,flour,2015,10,8,3
2538,2015-07-27,bottled water,2015,7,27,0
1173,2015-07-02,rolls/buns,2015,7,2,3
1703,2015-02-15,mustard,2015,2,15,6
3347,2015-01-24,other vegetables,2015,1,24,5
1561,2015-07-25,long life bakery product,2015,7,25,5
1632,2015-08-27,soda,2015,8,27,3
2995,2015-02-18,flour,2015,2,18,2
1318,2015-09-26,flour,2015,9,26,5
1133,2015-02-26,rice,2015,2,26,3
2357,2015-03-08,canned fish,2015,3,8,6
4007,2015-03-13,cream cheese ,2015,3,13,4
2383,2015-02-01,specialty chocolate,2015,2,1,6
3128,2015-08-30,brown bread,2015,8,30,6
1372,2015-04-25,fruit/vegetable juice,2015,4,25,5
1839,2015-08-16,napkins,2015,8,16,6
3567,2015-02-17,napkins,2015,2,17,1
3573,2015-03-04,sliced cheese,2015,3,4,2
3765,2015-12-06,mustard,2015,12,6,6
2875,2015-12-03,curd,2015,12,3,3
3737,2015-11-21,soda,2015,11,21,5
3535,2015-02-28,whole milk,2015,2,28,5
4288,2015-11-13,pastry,2015,11,13,4
1334,2015-07-03,butter,2015,7,3,4
2046,2015-02-28,tea,2015,2,28,5
1922,2015-07-10,butter,2015,7,10,4
2184,2015-09-19,yogurt,2015,9,19,5
2632,2015-09-23,canned vegetables,2015,9,23,2
2108,2015-01-10,mayonnaise,2015,1,10,5
2547,2015-11-24,butter,2015,11,24,1
4720,2015-12-02,rolls/buns,2015,12,2,2
4008,2015-05-19,margarine,2015,5,19,1
1438,2015-11-28,sliced cheese,2015,11,28,5
3027,2015-09-14,baking powder,2015,9,14,0
1342,2015-07-01,rice,2015,7,1,2
4952,2015-08-26,whole milk,2015,8,26,2
1218,2015-08-20,frozen fish,2015,8,20,3
4804,2015-11-19,domestic eggs,2015,11,19,3
3319,2015-11-17,napkins,2015,11,17,1
2459,2015-09-22,cat food,2015,9,22,1
1123,2015-01-31,cling film/bags,2015,1,31,5
1827,2015-01-07,yogurt,2015,1,7,2
4769,2015-09-20,bottled beer,2015,9,20,6
3769,2015-02-27,hygiene articles,2015,2,27,4
4713,2015-01-28,herbs,2015,1,28,2
1741,2015-12-20,curd,2015,12,20,6
4238,2015-12-12,cereals,2015,12,12,5
4051,2015-01-28,napkins,2015,1,28,2
4960,2015-08-19,bottled water,2015,8,19,2
4602,2015-08-26,coffee,2015,8,26,2
3549,2015-12-02,rolls/buns,2015,12,2,2
2746,2015-05-29,detergent,2015,5,29,4
2444,2015-06-17,fruit/vegetable juice,2015,6,17,2
3196,2015-04-11,shopping bags,2015,4,11,5
4672,2015-05-11,fruit/vegetable juice,2015,5,11,0
3308,2015-08-03,soda,2015,8,3,0
3328,2015-08-16,domestic eggs,2015,8,16,6
4923,2015-09-23,canned fruit,2015,9,23,2
2981,2015-11-05,pickled vegetables,2015,11,5,3
3615,2015-02-09,brown bread,2015,2,9,0
1620,2015-03-22,napkins,2015,3,22,6
2583,2015-02-15,salt,2015,2,15,6
1362,2015-06-10,bottled water,2015,6,10,2
2462,2015-08-01,candy,2015,8,1,5
3198,2015-06-23,dish cleaner,2015,6,23,1
3296,2015-05-22,baking powder,2015,5,22,4
3447,2015-03-09,zwieback,2015,3,9,0
4001,2015-03-30,candy,2015,3,30,0
2082,2015-06-21,bottled water,2015,6,21,6
1679,2015-08-12,salty snack,2015,8,12,2
3605,2015-05-04,soda,2015,5,4,0
3762,2015-04-01,frozen meals,2015,4,1,2
2375,2015-03-09,rolls/buns,2015,3,9,0
1617,2015-03-30,waffles,2015,3,30,0
3399,2015-09-04,fruit/vegetable juice,2015,9,4,4
1570,2015-03-15,waffles,2015,3,15,6
1583,2015-03-24,hygiene articles,2015,3,24,1
3348,2015-05-12,margarine,2015,5,12,1
1427,2015-10-01,frozen meals,2015,10,1,3
3041,2015-08-27,baking powder,2015,8,27,3
1661,2015-08-11,shopping bags,2015,8,11,1
1076,2015-12-06,bottled water,2015,12,6,6
3545,2015-09-29,cereals,2015,9,29,1
3593,2015-10-09,other vegetables,2015,10,9,4
3891,2015-02-16,fruit/vegetable juice,2015,2,16,0
2115,2015-11-18,cling film/bags,2015,11,18,2
2480,2015-03-26,fruit/vegetable juice,2015,3,26,3
1532,2015-06-20,napkins,2015,6,20,5
2530,2015-06-13,cling film/bags,2015,6,13,5
1803,2015-12-05,Instant food products,2015,12,5,5
2604,2015-09-20,dishes,2015,9,20,6
3595,2015-03-21,waffles,2015,3,21,5
1442,2015-03-30,long life bakery product,2015,3,30,0
1515,2015-09-11,hard cheese,2015,9,11,4
2899,2015-11-24,rolls/buns,2015,11,24,1
1845,2015-07-08,mayonnaise,2015,7,8,2
4334,2015-04-28,fruit/vegetable juice,2015,4,28,1
3885,2015-04-13,rolls/buns,2015,4,13,0
1474,2015-02-06,misc. beverages,2015,2,6,4
4783,2015-02-21,coffee,2015,2,21,5
1379,2015-06-02,white bread,2015,6,2,1
4217,2015-06-17,rolls/buns,2015,6,17,2
4281,2015-09-14,canned beer,2015,9,14,0
2690,2015-01-05,white wine,2015,1,5,0
2543,2015-05-23,sauces,2015,5,23,5
2300,2015-04-28,hygiene articles,2015,4,28,1
4302,2015-05-04,newspapers,2015,5,4,0
1930,2015-11-15,fruit/vegetable juice,2015,11,15,6
2834,2015-02-12,napkins,2015,2,12,3
2307,2015-05-26,bottled beer,2015,5,26,1
3894,2015-01-25,pastry,2015,1,25,6
1467,2015-08-20,newspapers,2015,8,20,3
3952,2015-10-30,meat spreads,2015,10,30,4
3016,2015-01-12,sugar,2015,1,12,0
2118,2015-07-18,coffee,2015,7,18,5
1940,2015-02-14,domestic eggs,2015,2,14,5
1430,2015-04-09,salt,2015,4,9,3
2738,2015-11-04,rolls/buns,2015,11,4,2
1565,2015-11-30,whole milk,2015,11,30,0
4755,2015-12-27,baking powder,2015,12,27,6
1410,2015-08-11,salty snack,2015,8,11,1
3829,2015-02-08,coffee,2015,2,8,6
3086,2015-04-04,newspapers,2015,4,4,5
4780,2015-09-06,ketchup,2015,9,6,6
4085,2015-09-29,newspapers,2015,9,29,1
3236,2015-01-26,waffles,2015,1,26,0
2040,2015-05-31,popcorn,2015,5,31,6
2370,2015-04-02,cleaner,2015,4,2,3
4249,2015-02-27,shopping bags,2015,2,27,4
2836,2015-08-14,napkins,2015,8,14,4
1220,2015-01-01,chocolate,2015,1,1,3
3520,2015-02-01,shopping bags,2015,2,1,6
2566,2015-01-31,specialty cheese,2015,1,31,5
2655,2015-05-01,shopping bags,2015,5,1,4
4147,2015-04-18,newspapers,2015,4,18,5
3364,2015-08-30,specialty bar,2015,8,30,6
2370,2015-01-14,fruit/vegetable juice,2015,1,14,2
3809,2015-08-02,oil,2015,8,2,6
3744,2015-06-11,liqueur,2015,6,11,3
1588,2015-01-19,dishes,2015,1,19,0
4304,2015-01-02,sugar,2015,1,2,4
2240,2015-09-20,brown bread,2015,9,20,6
3175,2015-05-06,zwieback,2015,5,6,2
1231,2015-10-27,flour,2015,10,27,1
3599,2015-11-06,margarine,2015,11,6,4
3738,2015-01-04,frozen vegetables,2015,1,4,6
1593,2015-08-08,rolls/buns,2015,8,8,5
1319,2015-10-01,soda,2015,10,1,3
2105,2015-01-21,shopping bags,2015,1,21,2
2056,2015-03-07,soda,2015,3,7,5
3139,2015-04-21,whipped/sour cream,2015,4,21,1
1098,2015-01-19,cat food,2015,1,19,0
2601,2015-10-22,pastry,2015,10,22,3
2694,2015-06-19,root vegetables,2015,6,19,4
4524,2015-12-26,whipped/sour cream,2015,12,26,5
1165,2015-04-13,chocolate,2015,4,13,0
3705,2015-07-09,rolls/buns,2015,7,9,3
1634,2015-05-28,whole milk,2015,5,28,3
2030,2015-04-09,salty snack,2015,4,9,3
4989,2015-06-19,white bread,2015,6,19,4
1715,2015-04-07,shopping bags,2015,4,7,1
4552,2015-08-13,bottled beer,2015,8,13,3
1303,2015-03-29,bottled beer,2015,3,29,6
1430,2015-09-02,cake bar,2015,9,2,2
4559,2015-12-05,coffee,2015,12,5,5
3848,2015-11-18,hard cheese,2015,11,18,2
2162,2015-06-19,soft cheese,2015,6,19,4
3719,2015-12-17,whole milk,2015,12,17,3
3153,2015-04-28,yogurt,2015,4,28,1
4462,2015-02-04,rolls/buns,2015,2,4,2
2420,2015-09-27,shopping bags,2015,9,27,6
3971,2015-06-17,domestic eggs,2015,6,17,2
1611,2015-02-26,coffee,2015,2,26,3
1225,2015-02-26,flour,2015,2,26,3
1554,2015-05-21,newspapers,2015,5,21,3
4624,2015-11-27,shopping bags,2015,11,27,4
3337,2015-10-06,shopping bags,2015,10,6,1
2265,2015-09-25,bathroom cleaner,2015,9,25,4
4999,2015-01-24,napkins,2015,1,24,5
4102,2015-03-11,whipped/sour cream,2015,3,11,2
3853,2015-04-07,dessert,2015,4,7,1
2265,2015-06-13,soft cheese,2015,6,13,5
2452,2015-11-08,shopping bags,2015,11,8,6
2829,2015-12-19,detergent,2015,12,19,5
3926,2015-08-20,chocolate,2015,8,20,3
3960,2015-10-21,sugar,2015,10,21,2
3980,2015-09-16,canned fish,2015,9,16,2
1116,2015-01-29,hard cheese,2015,1,29,3
2663,2015-10-21,bottled beer,2015,10,21,2
2164,2015-11-24,butter milk,2015,11,24,1
3950,2015-12-05,detergent,2015,12,5,5
1252,2015-04-13,dishes,2015,4,13,0
4804,2015-12-27,pastry,2015,12,27,6
4041,2015-07-09,rolls/buns,2015,7,9,3
1894,2015-04-08,napkins,2015,4,8,2
4977,2015-08-20,domestic eggs,2015,8,20,3
2171,2015-03-09,bottled beer,2015,3,9,0
3417,2015-12-15,sliced cheese,2015,12,15,1
1175,2015-10-06,yogurt,2015,10,6,1
4946,2015-02-17,chocolate,2015,2,17,1
4662,2015-06-27,shopping bags,2015,6,27,5
2869,2015-10-12,newspapers,2015,10,12,0
4053,2015-03-22,vinegar,2015,3,22,6
4574,2015-11-30,mustard,2015,11,30,0
1110,2015-11-15,dishes,2015,11,15,6
4700,2015-04-03,chewing gum,2015,4,3,4
2565,2015-04-29,bottled beer,2015,4,29,2
2468,2015-03-13,fruit/vegetable juice,2015,3,13,4
4836,2015-11-13,soda,2015,11,13,4
3504,2015-09-22,soda,2015,9,22,1
1333,2015-03-04,chocolate,2015,3,4,2
4039,2015-12-27,misc. beverages,2015,12,27,6
2077,2015-05-15,specialty bar,2015,5,15,4
3519,2015-12-13,sugar,2015,12,13,6
2989,2015-01-30,whole milk,2015,1,30,4
3737,2015-05-05,pudding powder,2015,5,5,1
3558,2015-09-19,whipped/sour cream,2015,9,19,5
3036,2015-07-13,other vegetables,2015,7,13,0
3180,2015-03-07,newspapers,2015,3,7,5
2978,2015-09-05,sugar,2015,9,5,5
3985,2015-10-23,baking powder,2015,10,23,4
4903,2015-08-12,hard cheese,2015,8,12,2
2835,2015-09-10,newspapers,2015,9,10,3
3783,2015-06-22,whipped/sour cream,2015,6,22,0
1486,2015-12-14,other vegetables,2015,12,14,0
4589,2015-08-10,napkins,2015,8,10,0
1132,2015-02-19,salty snack,2015,2,19,3
4827,2015-11-27,pudding powder,2015,11,27,4
3361,2015-06-28,specialty bar,2015,6,28,6
4681,2015-11-09,bottled beer,2015,11,9,0
4197,2015-10-26,soda,2015,10,26,0
3701,2015-01-22,shopping bags,2015,1,22,3
4195,2015-01-10,rolls/buns,2015,1,10,5
3429,2015-01-04,newspapers,2015,1,4,6
2430,2015-01-20,chocolate,2015,1,20,1
4330,2015-08-04,semi-finished bread,2015,8,4,1
1783,2015-03-18,shopping bags,2015,3,18,2
4025,2015-04-11,shopping bags,2015,4,11,5
3399,2015-07-19,shopping bags,2015,7,19,6
4766,2015-03-01,shopping bags,2015,3,1,6
3562,2015-08-13,hygiene articles,2015,8,13,3
2447,2015-01-21,napkins,2015,1,21,2
1396,2015-07-22,chocolate,2015,7,22,2
4633,2015-04-26,pickled vegetables,2015,4,26,6
4695,2015-05-01,shopping bags,2015,5,1,4
1706,2015-08-14,light bulbs,2015,8,14,4
3872,2015-11-23,bottled water,2015,11,23,0
1444,2015-10-14,brown bread,2015,10,14,2
4753,2015-08-11,sugar,2015,8,11,1
4580,2015-11-29,specialty cheese,2015,11,29,6
2516,2015-03-04,newspapers,2015,3,4,2
2415,2015-08-08,bottled beer,2015,8,8,5
3925,2015-03-25,curd,2015,3,25,2
4996,2015-11-24,soda,2015,11,24,1
4569,2015-07-27,butter milk,2015,7,27,0
3509,2015-11-04,specialty chocolate,2015,11,4,2
2252,2015-08-10,bottled water,2015,8,10,0
1634,2015-09-02,pet care,2015,9,2,2
4112,2015-04-27,rolls/buns,2015,4,27,0
4042,2015-08-08,beverages,2015,8,8,5
4473,2015-06-26,packaged fruit/vegetables,2015,6,26,4
3878,2015-04-30,sweet spreads,2015,4,30,3
2266,2015-09-30,soft cheese,2015,9,30,2
3304,2015-11-30,whipped/sour cream,2015,11,30,0
3757,2015-04-02,pet care,2015,4,2,3
3440,2015-12-21,male cosmetics,2015,12,21,0
4328,2015-04-02,shopping bags,2015,4,2,3
3737,2015-06-12,shopping bags,2015,6,12,4
3948,2015-06-15,cleaner,2015,6,15,0
3682,2015-05-03,chocolate,2015,5,3,6
2827,2015-10-31,newspapers,2015,10,31,5
2650,2015-05-10,white wine,2015,5,10,6
1360,2015-12-16,soda,2015,12,16,2
3679,2015-12-23,domestic eggs,2015,12,23,2
4137,2015-07-03,shopping bags,2015,7,3,4
4235,2015-12-19,nut snack,2015,12,19,5
3193,2015-01-31,oil,2015,1,31,5
1332,2015-02-12,mayonnaise,2015,2,12,3
4821,2015-11-28,shopping bags,2015,11,28,5
1837,2015-09-07,fruit/vegetable juice,2015,9,7,0
3665,2015-09-23,shopping bags,2015,9,23,2
2659,2015-08-05,shopping bags,2015,8,5,2
1322,2015-09-01,shopping bags,2015,9,1,1
1599,2015-05-29,shopping bags,2015,5,29,4
2933,2015-06-04,sweet spreads,2015,6,4,3
3963,2015-02-21,red/blush wine,2015,2,21,5
4178,2015-03-06,chewing gum,2015,3,6,4
1052,2015-10-27,detergent,2015,10,27,1
4693,2015-08-18,other vegetables,2015,8,18,1
1329,2015-02-02,dishes,2015,2,2,0
3128,2015-06-13,whipped/sour cream,2015,6,13,5
1175,2015-06-30,butter,2015,6,30,1
2211,2015-03-31,meat spreads,2015,3,31,1
2093,2015-12-06,bottled beer,2015,12,6,6
4284,2015-10-14,pastry,2015,10,14,2
4449,2015-03-30,fruit/vegetable juice,2015,3,30,0
4269,2015-01-04,whipped/sour cream,2015,1,4,6
1962,2015-05-04,rolls/buns,2015,5,4,0
2250,2015-04-10,soft cheese,2015,4,10,4
1743,2015-11-13,pastry,2015,11,13,4
1583,2015-07-28,honey,2015,7,28,1
4295,2015-10-26,bottled water,2015,10,26,0
1183,2015-06-29,spread cheese,2015,6,29,0
2729,2015-03-21,candy,2015,3,21,5
4035,2015-03-08,packaged fruit/vegetables,2015,3,8,6
1608,2015-06-08,canned beer,2015,6,8,0
1793,2015-03-07,chocolate,2015,3,7,5
2210,2015-09-07,fruit/vegetable juice,2015,9,7,0
1885,2015-03-07,soda,2015,3,7,5
1078,2015-10-28,coffee,2015,10,28,2
1016,2015-09-30,mayonnaise,2015,9,30,2
3077,2015-05-29,butter,2015,5,29,4
3551,2015-01-05,cereals,2015,1,5,0
1158,2015-10-17,rolls/buns,2015,10,17,5
2443,2015-06-20,waffles,2015,6,20,5
1395,2015-01-15,fruit/vegetable juice,2015,1,15,3
2454,2015-10-11,fruit/vegetable juice,2015,10,11,6
3472,2015-04-30,misc. beverages,2015,4,30,3
3547,2015-11-28,whole milk,2015,11,28,5
1038,2015-02-21,fruit/vegetable juice,2015,2,21,5
3915,2015-11-09,soda,2015,11,9,0
2719,2015-04-19,sugar,2015,4,19,6
2234,2015-12-23,sugar,2015,12,23,2
1565,2015-12-14,cat food,2015,12,14,0
1328,2015-03-24,butter,2015,3,24,1
3398,2015-01-18,chocolate,2015,1,18,6
3687,2015-12-02,soda,2015,12,2,2
1572,2015-05-23,specialty bar,2015,5,23,5
3434,2015-10-06,soda,2015,10,6,1
3438,2015-12-27,cling film/bags,2015,12,27,6
1140,2015-01-05,waffles,2015,1,5,0
1051,2015-12-10,female sanitary products,2015,12,10,3
3071,2015-03-26,pastry,2015,3,26,3
3872,2015-03-28,dental care,2015,3,28,5
4215,2015-06-30,misc. beverages,2015,6,30,1
3806,2015-03-15,soft cheese,2015,3,15,6
1869,2015-05-16,brown bread,2015,5,16,5
1668,2015-05-05,frozen meals,2015,5,5,1
1163,2015-12-14,bottled water,2015,12,14,0
1664,2014-01-10,soda,2014,1,10,4
3942,2014-12-16,cling film/bags,2014,12,16,1
2638,2014-10-10,mayonnaise,2014,10,10,4
4735,2014-10-10,frozen fish,2014,10,10,4
3745,2014-09-12,other vegetables,2014,9,12,4
1817,2014-11-15,canned vegetables,2014,11,15,5
2864,2014-10-16,fruit/vegetable juice,2014,10,16,3
1748,2014-08-14,pasta,2014,8,14,3
3360,2014-08-30,whipped/sour cream,2014,8,30,5
1849,2014-06-10,shopping bags,2014,6,10,1
3438,2014-11-06,margarine,2014,11,6,3
4594,2014-05-28,tea,2014,5,28,2
1632,2014-02-16,soda,2014,2,16,6
4297,2014-08-29,other vegetables,2014,8,29,4
4539,2014-04-14,fruit/vegetable juice,2014,4,14,0
4762,2014-06-25,yogurt,2014,6,25,2
4153,2014-02-14,flour,2014,2,14,4
1500,2014-06-20,soups,2014,6,20,4
1895,2014-07-22,onions,2014,7,22,1
1466,2014-03-02,brown bread,2014,3,2,6
2233,2014-04-24,domestic eggs,2014,4,24,3
3057,2014-01-28,soda,2014,1,28,1
3308,2014-08-21,brown bread,2014,8,21,3
3241,2014-08-01,brown bread,2014,8,1,4
1947,2014-02-27,margarine,2014,2,27,3
2589,2014-04-10,artif. sweetener,2014,4,10,3
3127,2014-02-25,bottled beer,2014,2,25,1
2138,2014-05-13,canned beer,2014,5,13,1
2495,2014-01-31,snack products,2014,1,31,4
3590,2014-03-29,meat spreads,2014,3,29,5
4037,2014-05-05,oil,2014,5,5,0
4968,2014-04-03,margarine,2014,4,3,3
1612,2014-08-10,oil,2014,8,10,6
4741,2014-10-12,chewing gum,2014,10,12,6
2899,2014-08-01,soda,2014,8,1,4
4206,2014-09-18,rolls/buns,2014,9,18,3
3705,2014-08-17,yogurt,2014,8,17,6
2832,2014-07-29,domestic eggs,2014,7,29,1
4054,2014-05-10,napkins,2014,5,10,5
1595,2014-07-17,whole milk,2014,7,17,3
4821,2014-02-09,domestic eggs,2014,2,9,6
1336,2014-01-23,napkins,2014,1,23,3
2446,2014-01-19,whipped/sour cream,2014,1,19,6
1033,2014-04-21,rolls/buns,2014,4,21,0
1447,2014-05-06,fruit/vegetable juice,2014,5,6,1
1185,2014-08-14,frozen meals,2014,8,14,3
1410,2014-06-01,rum,2014,6,1,6
4588,2014-07-28,whipped/sour cream,2014,7,28,0
2732,2014-01-31,brown bread,2014,1,31,4
1473,2014-10-10,long life bakery product,2014,10,10,4
2029,2014-10-21,dish cleaner,2014,10,21,1
2799,2014-07-31,pot plants,2014,7,31,3
4579,2014-01-19,yogurt,2014,1,19,6
1041,2014-06-13,candy,2014,6,13,4
1877,2014-09-30,whole milk,2014,9,30,1
4191,2014-03-14,cat food,2014,3,14,4
3649,2014-07-11,chocolate,2014,7,11,4
2706,2014-02-24,liquor,2014,2,24,0
3821,2014-02-26,yogurt,2014,2,26,2
3917,2014-02-14,soda,2014,2,14,4
4464,2014-07-27,rolls/buns,2014,7,27,6
1935,2014-06-30,processed cheese,2014,6,30,0
1783,2014-07-22,white bread,2014,7,22,1
3817,2014-08-23,domestic eggs,2014,8,23,5
4162,2014-04-15,napkins,2014,4,15,1
1653,2014-07-18,frozen meals,2014,7,18,4
1686,2014-12-04,candles,2014,12,4,3
2549,2014-05-09,soda,2014,5,9,4
1380,2014-04-22,cat food,2014,4,22,1
3315,2014-12-27,yogurt,2014,12,27,5
4931,2014-02-23,salty snack,2014,2,23,6
4849,2014-04-14,sliced cheese,2014,4,14,0
2984,2014-07-07,soda,2014,7,7,0
1262,2014-12-07,sugar,2014,12,7,6
2561,2014-11-27,flour,2014,11,27,3
2755,2014-02-01,whole milk,2014,2,1,5
1747,2014-07-01,frozen vegetables,2014,7,1,1
1913,2014-08-31,soap,2014,8,31,6
3090,2014-03-10,pasta,2014,3,10,0
4369,2014-10-27,whole milk,2014,10,27,0
4872,2014-10-20,margarine,2014,10,20,0
3918,2014-04-05,specialty cheese,2014,4,5,5
1758,2014-09-21,whipped/sour cream,2014,9,21,6
2328,2014-01-22,candy,2014,1,22,2
3570,2014-05-06,butter,2014,5,6,1
4753,2014-11-10,frozen potato products,2014,11,10,0
1815,2014-04-12,pastry,2014,4,12,5
4372,2014-11-09,dessert,2014,11,9,6
1287,2014-08-07,frozen meals,2014,8,7,3
4938,2014-05-01,UHT-milk,2014,5,1,3
4164,2014-08-09,dessert,2014,8,9,5
4410,2014-05-24,onions,2014,5,24,5
